Date,Time,Open,High,Low,Close,Volume
2022.01.03,00:00,1800.0,1807.66,1797.57,1801.59,15969
2022.01.03,01:00,1800.64,1802.39,1790.12,1793.23,18501
2022.01.03,02:00,1793.16,1804.2,1788.18,1800.53,18334
2022.01.03,03:00,1800.63,1802.5,1794.09,1798.15,17186
2022.01.03,04:00,1798.85,1809.89,1795.59,1803.8,16956
2022.01.03,05:00,1803.76,1806.25,1792.29,1796.17,17812
2022.01.03,06:00,1796.16,1797.14,1788.58,1791.33,17143
2022.01.03,07:00,1792.11,1803.06,1788.75,1798.53,18177
2022.01.03,08:00,1798.36,1801.14,1790.57,1796.75,17054
2022.01.03,09:00,1796.36,1798.26,1783.53,1791.79,17073
2022.01.03,10:00,1791.81,1793.94,1781.13,1784.76,17105
2022.01.03,11:00,1784.03,1798.99,1780.77,1791.6,15755
2022.01.03,12:00,1791.44,1797.91,1786.29,1792.63,17886
2022.01.03,13:00,1792.73,1797.55,1786.08,1792.72,15787
2022.01.03,14:00,1793.21,1805.11,1792.7,1795.27,15957
2022.01.03,15:00,1794.19,1807.75,1792.39,1806.37,16925
2022.01.03,16:00,1806.52,1810.08,1799.72,1805.79,18071
2022.01.03,17:00,1806.5,1807.13,1797.36,1798.76,16518
2022.01.03,18:00,1798.91,1806.89,1794.6,1802.51,16999
2022.01.03,19:00,1802.13,1814.0,1797.81,1811.89,16795
2022.01.03,20:00,1812.24,1815.77,1802.96,1805.59,18404
2022.01.03,21:00,1804.86,1809.04,1798.88,1806.08,16186
2022.01.03,22:00,1806.27,1809.5,1800.68,1805.15,15089
2022.01.03,23:00,1804.77,1814.65,1800.44,1813.64,16018
2022.01.04,00:00,1813.97,1821.18,1810.24,1811.46,16647
2022.01.04,01:00,1811.24,1830.5,1811.01,1827.1,17066
2022.01.04,02:00,1826.6,1832.29,1824.39,1825.93,15421
2022.01.04,03:00,1826.38,1831.47,1821.38,1825.93,16090
2022.01.04,04:00,1826.2,1830.51,1816.67,1830.47,15655
2022.01.04,05:00,1830.72,1832.31,1821.03,1825.58,15979
2022.01.04,06:00,1824.8,1833.76,1821.38,1832.01,15261
2022.01.04,07:00,1832.79,1837.47,1822.23,1827.6,16730
2022.01.04,08:00,1827.67,1833.33,1823.1,1829.42,15347
2022.01.04,09:00,1829.54,1830.71,1812.42,1815.43,15974
2022.01.04,10:00,1815.01,1816.74,1794.62,1801.65,16022
2022.01.04,11:00,1800.92,1815.53,1797.36,1814.64,17550
2022.01.04,12:00,1814.21,1816.06,1809.08,1813.24,16301
2022.01.04,13:00,1812.67,1819.07,1807.46,1817.07,15862
2022.01.04,14:00,1817.27,1827.44,1815.36,1826.25,15042
2022.01.04,15:00,1825.62,1828.64,1816.6,1825.64,16906
2022.01.04,16:00,1825.11,1829.49,1815.41,1817.76,17985
2022.01.04,17:00,1817.95,1820.54,1810.45,1812.12,16073
2022.01.04,18:00,1812.25,1815.45,1800.75,1805.39,15392
2022.01.04,19:00,1805.59,1812.04,1802.91,1807.61,15895
2022.01.04,20:00,1808.21,1817.48,1801.42,1814.98,15590
2022.01.04,21:00,1814.04,1834.37,1813.92,1833.43,18692
2022.01.04,22:00,1833.61,1836.1,1827.53,1828.93,16122
2022.01.04,23:00,1829.51,1831.64,1814.06,1818.15,15439
2022.01.05,00:00,1817.6,1828.5,1816.76,1822.95,17651
2022.01.05,01:00,1822.53,1833.4,1821.24,1830.22,15599
2022.01.05,02:00,1830.34,1842.41,1828.2,1841.36,15585
2022.01.05,03:00,1841.39,1845.09,1832.0,1837.27,15498
2022.01.05,04:00,1838.15,1842.76,1832.06,1836.92,17739
2022.01.05,05:00,1837.14,1839.15,1825.46,1831.98,14041
2022.01.05,06:00,1831.52,1839.8,1829.99,1832.9,16097
2022.01.05,07:00,1832.55,1832.8,1820.35,1823.43,15549
2022.01.05,08:00,1823.35,1824.8,1811.95,1813.1,15330
2022.01.05,09:00,1813.97,1815.15,1808.09,1811.38,14956
2022.01.05,10:00,1812.91,1815.84,1807.12,1815.56,14123
2022.01.05,11:00,1814.94,1815.89,1799.7,1800.11,16432
2022.01.05,12:00,1800.87,1805.07,1791.99,1793.62,17107
2022.01.05,13:00,1794.09,1800.6,1790.39,1794.06,15603
2022.01.05,14:00,1793.73,1798.83,1789.68,1793.76,15414
2022.01.05,15:00,1793.71,1800.63,1788.57,1789.97,15519
2022.01.05,16:00,1790.21,1799.61,1789.09,1792.66,17125
2022.01.05,17:00,1793.89,1794.5,1785.13,1786.67,16177
2022.01.05,18:00,1787.07,1796.27,1783.69,1787.6,17107
2022.01.05,19:00,1787.77,1797.72,1787.03,1791.19,15509
2022.01.05,20:00,1791.28,1793.1,1780.75,1782.42,16353
2022.01.05,21:00,1782.42,1783.75,1770.49,1775.63,17516
2022.01.05,22:00,1776.23,1776.64,1769.07,1770.9,17955
2022.01.05,23:00,1772.02,1776.95,1767.57,1775.52,17068
2022.01.06,00:00,1776.33,1785.49,1772.97,1776.72,16474
2022.01.06,01:00,1775.71,1782.47,1772.63,1779.48,17035
2022.01.06,02:00,1779.76,1785.63,1774.17,1779.15,16939
2022.01.06,03:00,1778.96,1789.29,1768.77,1787.55,16427
2022.01.06,04:00,1788.27,1795.83,1784.86,1785.92,17357
2022.01.06,05:00,1785.13,1791.08,1783.13,1790.92,18001
2022.01.06,06:00,1790.04,1793.22,1783.32,1787.51,18442
2022.01.06,07:00,1787.01,1799.51,1784.45,1792.22,16591
2022.01.06,08:00,1792.43,1796.94,1786.92,1788.36,17863
2022.01.06,09:00,1788.69,1797.27,1785.02,1793.83,15519
2022.01.06,10:00,1793.07,1796.52,1787.41,1794.21,15841
2022.01.06,11:00,1794.74,1799.38,1790.21,1796.68,16549
2022.01.06,12:00,1796.88,1805.67,1795.52,1803.69,17754
2022.01.06,13:00,1804.15,1813.02,1800.62,1811.27,15084
2022.01.06,14:00,1811.07,1815.92,1807.43,1809.19,15095
2022.01.06,15:00,1809.16,1823.85,1806.05,1819.16,15230
2022.01.06,16:00,1818.33,1821.2,1808.38,1809.19,16341
2022.01.06,17:00,1809.44,1813.72,1803.66,1808.85,17192
2022.01.06,18:00,1809.31,1816.99,1805.92,1808.2,16834
2022.01.06,19:00,1808.23,1808.45,1795.53,1798.04,16893
2022.01.06,20:00,1799.35,1808.96,1796.47,1805.85,15526
2022.01.06,21:00,1805.88,1813.94,1802.64,1804.0,18328
2022.01.06,22:00,1803.39,1809.65,1800.2,1802.71,16232
2022.01.06,23:00,1802.03,1813.18,1801.22,1810.32,16964
2022.01.07,00:00,1810.46,1824.26,1807.75,1823.52,14500
2022.01.07,01:00,1823.47,1828.08,1818.73,1826.72,16827
2022.01.07,02:00,1826.35,1830.95,1821.48,1823.07,16303
2022.01.07,03:00,1822.95,1835.81,1820.84,1827.13,14836
2022.01.07,04:00,1827.04,1829.86,1817.47,1820.23,16830
2022.01.07,05:00,1820.17,1823.41,1816.83,1820.23,16787
2022.01.07,06:00,1819.51,1822.75,1816.07,1817.83,15808
2022.01.07,07:00,1817.91,1829.0,1816.42,1826.84,15133
2022.01.07,08:00,1826.26,1828.13,1818.83,1821.5,17773
2022.01.07,09:00,1822.21,1827.49,1818.95,1821.87,16554
2022.01.07,10:00,1820.84,1829.39,1820.24,1826.55,16264
2022.01.07,11:00,1826.2,1838.29,1823.9,1836.36,17251
2022.01.07,12:00,1836.04,1844.12,1833.27,1842.04,17421
2022.01.07,13:00,1843.26,1850.67,1840.33,1844.86,17337
2022.01.07,14:00,1844.69,1853.87,1843.11,1843.28,16925
2022.01.07,15:00,1843.33,1851.17,1837.85,1845.37,15897
2022.01.07,16:00,1845.23,1846.31,1832.75,1838.01,17946
2022.01.07,17:00,1838.35,1841.07,1831.51,1839.78,17314
2022.01.07,18:00,1839.94,1851.42,1834.04,1850.21,16755
2022.01.07,19:00,1850.31,1855.72,1845.75,1849.09,17040
2022.01.07,20:00,1849.26,1850.52,1841.27,1843.12,14665
2022.01.07,21:00,1842.71,1850.68,1840.63,1847.92,16179
2022.01.07,22:00,1848.16,1851.82,1837.3,1847.16,17322
2022.01.07,23:00,1846.67,1858.84,1844.1,1853.31,17451
