time,open,high,low,close,tick_volume,spread,real_volume
2014-03-21 00:00:00,1330.88,1342.306,1329.072,1333.495,1,0,0
2014-03-23 00:00:00,1333.981,1334.629,1329.409,1332.178,1,0,0
2014-03-24 00:00:00,1332.178,1334.054,1307.861,1311.184,1,0,0
2014-03-25 00:00:00,1311.207,1317.218,1305.237,1309.683,1,0,0
2014-03-26 00:00:00,1309.683,1316.188,1298.573,1306.216,1,0,0
2014-03-27 00:00:00,1306.201,1306.631,1288.995,1293.051,1,0,0
2014-03-28 00:00:00,1293.049,1298.599,1285.657,1294.133,1,0,0
2014-03-30 00:00:00,1293.855,1297.763,1292.333,1295.929,1,0,0
2014-03-31 00:00:00,1295.907,1298.402,1282.36,1284.364,1,0,0
2014-04-01 00:00:00,1284.351,1287.851,1277.614,1281.063,1,0,0
2014-04-02 00:00:00,1281.045,1294.371,1280.391,1290.696,1,0,0
2014-04-03 00:00:00,1290.69,1293.793,1281.538,1284.888,1,0,0
2014-04-04 00:00:00,1284.882,1306.564,1284.122,1302.55,1,0,0
2014-04-06 00:00:00,1304.682,1304.682,1300.678,1303.659,1,0,0
2014-04-07 00:00:00,1303.708,1304.004,1295.548,1298.369,1,0,0
2014-04-08 00:00:00,1298.369,1314.243,1296.847,1309.632,1,0,0
2014-04-09 00:00:00,1309.635,1314.931,1300.82,1310.915,1,0,0
2014-04-10 00:00:00,1310.919,1324.362,1310.756,1318.196,1,0,0
2014-04-11 00:00:00,1318.189,1323.723,1313.962,1317.594,1,0,0
2014-04-13 00:00:00,1319.744,1328.395,1319.188,1326.327,1,0,0
2014-04-14 00:00:00,1326.345,1331.036,1318.684,1325.538,1,0,0
2014-04-15 00:00:00,1325.518,1326.495,1285.745,1302.631,1,0,0
2014-04-16 00:00:00,1302.564,1306.901,1293.391,1303.526,1,0,0
2014-04-17 00:00:00,1303.527,1304.055,1293.104,1294.405,1,0,0
2014-04-18 00:00:00,1294.718,1294.871,1294.718,1294.871,1,0,0
2014-04-20 00:00:00,1298.182,1298.182,1290.55,1291.529,1,0,0
2014-04-21 00:00:00,1291.528,1301.362,1281.856,1289.486,1,0,0
2014-04-22 00:00:00,1289.483,1292.667,1276.65,1284.631,1,0,0
2014-04-23 00:00:00,1284.648,1288.807,1280.824,1283.913,1,0,0
2014-04-24 00:00:00,1283.877,1298.284,1268.438,1291.383,1,0,0
2014-04-25 00:00:00,1291.392,1304.92,1290.285,1301.967,1,0,0
2014-04-27 00:00:00,1302.282,1305.043,1302.282,1303.933,1,0,0
2014-04-28 00:00:00,1303.96,1306.285,1291.914,1296.386,1,0,0
2014-04-29 00:00:00,1296.368,1301.097,1286.235,1295.914,1,0,0
2014-04-30 00:00:00,1295.929,1297.807,1284.656,1291.53,1,0,0
2014-05-01 00:00:00,1291.566,1291.729,1277.24,1283.95,1,0,0
2014-05-02 00:00:00,1283.973,1304.486,1273.942,1298.981,1,0,0
2014-05-04 00:00:00,1300.495,1302.352,1299.266,1300.277,1,0,0
2014-05-05 00:00:00,1300.294,1315.443,1299.998,1310.882,1,0,0
2014-05-06 00:00:00,1310.879,1313.928,1304.255,1307.303,1,0,0
2014-05-07 00:00:00,1307.294,1314.395,1286.534,1290.282,1,0,0
2014-05-08 00:00:00,1290.261,1295.198,1284.985,1290.761,1,0,0
2014-05-09 00:00:00,1290.764,1294.222,1285.389,1288.003,1,0,0
2014-05-11 00:00:00,1289.55,1289.585,1277.364,1283.212,1,0,0
2014-05-12 00:00:00,1283.199,1303.617,1281.996,1295.428,1,0,0
2014-05-13 00:00:00,1295.469,1298.465,1288.967,1294.855,1,0,0
2014-05-14 00:00:00,1294.853,1308.914,1291.42,1305.115,1,0,0
2014-05-15 00:00:00,1305.147,1306.93,1290.831,1296.958,1,0,0
2014-05-16 00:00:00,1296.985,1298.103,1287.699,1292.942,1,0,0
2014-05-18 00:00:00,1292.812,1292.812,1288.55,1292.571,1,0,0
2014-05-19 00:00:00,1292.565,1305.25,1291.516,1293.347,1,0,0
2014-05-20 00:00:00,1293.332,1296.756,1285.478,1294.63,1,0,0
2014-05-21 00:00:00,1294.629,1296.13,1283.265,1291.457,1,0,0
2014-05-22 00:00:00,1291.457,1303.53,1289.937,1293.872,1,0,0
2014-05-23 00:00:00,1293.915,1295.388,1286.567,1292.254,1,0,0
2014-05-25 00:00:00,1292.242,1293.41,1290.744,1291.285,1,0,0
2014-05-26 00:00:00,1291.297,1293.978,1290.962,1292.186,1,0,0
2014-05-27 00:00:00,1292.148,1293.222,1263.009,1263.271,1,0,0
2014-05-28 00:00:00,1263.279,1266.97,1255.863,1257.466,1,0,0
2014-05-29 00:00:00,1257.447,1260.221,1251.327,1256.745,1,0,0
2014-05-30 00:00:00,1256.75,1260.247,1242.173,1249.322,1,0,0
2014-06-01 00:00:00,1249.224,1250.567,1246.931,1246.937,1,0,0
2014-06-02 00:00:00,1246.942,1250.547,1240.928,1244.902,1,0,0
2014-06-03 00:00:00,1244.881,1247.548,1240.333,1245.306,1,0,0
2014-06-04 00:00:00,1245.321,1248.866,1242.746,1244.155,1,0,0
2014-06-05 00:00:00,1244.15,1257.301,1240.935,1252.652,1,0,0
2014-06-06 00:00:00,1252.648,1257.529,1245.859,1252.945,1,0,0
2014-06-08 00:00:00,1252.741,1253.993,1251.524,1253.955,1,0,0
2014-06-09 00:00:00,1253.936,1256.909,1250.139,1251.982,1,0,0
2014-06-10 00:00:00,1251.963,1263.406,1251.123,1259.714,1,0,0
2014-06-11 00:00:00,1259.711,1265.111,1258.454,1261.27,1,0,0
2014-06-12 00:00:00,1261.269,1274.712,1259.734,1272.612,1,0,0
2014-06-13 00:00:00,1272.618,1277.777,1270.649,1276.829,1,0,0
2014-06-15 00:00:00,1277.203,1278.796,1277.148,1278.294,1,0,0
2014-06-16 00:00:00,1278.288,1284.752,1270.517,1271.916,1,0,0
2014-06-17 00:00:00,1271.906,1273.121,1258.509,1270.774,1,0,0
2014-06-18 00:00:00,1270.792,1278.446,1266.248,1278.423,1,0,0
2014-06-19 00:00:00,1278.431,1321.766,1275.851,1314.404,1,0,0
2014-06-20 00:00:00,1314.425,1319.609,1306.323,1314.459,1,0,0
2014-06-22 00:00:00,1313.333,1314.071,1312.701,1313.56,1,0,0
2014-06-23 00:00:00,1313.525,1318.34,1309.876,1314.079,1,0,0
2014-06-24 00:00:00,1314.095,1325.736,1313.957,1318.15,1,0,0
2014-06-25 00:00:00,1318.158,1324.697,1307.239,1318.381,1,0,0
2014-06-26 00:00:00,1318.382,1319.647,1306.138,1315.665,1,0,0
2014-06-27 00:00:00,1315.701,1322.19,1312.621,1315.854,1,0,0
2014-06-29 00:00:00,1315.335,1315.878,1314.753,1314.773,1,0,0
2014-06-30 00:00:00,1314.765,1329.297,1310.249,1326.23,1,0,0
2014-07-01 00:00:00,1326.233,1332.379,1323.655,1325.423,1,0,0
2014-07-02 00:00:00,1325.413,1331.826,1321.212,1325.516,1,0,0
2014-07-03 00:00:00,1325.521,1326.476,1308.316,1319.808,1,0,0
2014-07-04 00:00:00,1319.767,1323.019,1318.579,1320.081,1,0,0
2014-07-06 00:00:00,1317.922,1318.209,1316.932,1317.344,1,0,0
2014-07-07 00:00:00,1317.343,1319.695,1311.188,1317.866,1,0,0
2014-07-08 00:00:00,1317.884,1324.656,1313.346,1317.891,1,0,0
2014-07-09 00:00:00,1317.889,1332.023,1317.688,1327.06,1,0,0
2014-07-10 00:00:00,1327.036,1344.889,1327.01,1335.992,1,0,0
2014-07-11 00:00:00,1335.993,1339.043,1333.646,1338.508,1,0,0
