time,open,high,low,close,tick_volume,spread,real_volume
2025-04-28 17:18:00,3335.614,3335.971,3334.157,3335.672,258,160,0
2025-04-28 17:19:00,3335.635,3335.635,3334.076,3334.232,171,160,0
2025-04-28 17:20:00,3334.25,3334.463,3333.221,3334.459,214,160,0
2025-04-28 17:21:00,3334.484,3335.629,3334.369,3335.094,193,160,0
2025-04-28 17:22:00,3335.083,3335.332,3334.063,3335.228,165,160,0
2025-04-28 17:23:00,3335.239,3336.329,3335.083,3335.498,132,160,0
2025-04-28 17:24:00,3335.535,3335.985,3335.464,3335.867,126,160,0
2025-04-28 17:25:00,3335.906,3336.509,3334.538,3336.228,264,160,0
2025-04-28 17:26:00,3336.257,3336.347,3334.636,3336.085,208,160,0
2025-04-28 17:27:00,3336.028,3336.828,3335.826,3336.647,187,160,0
2025-04-28 17:28:00,3336.732,3337.025,3335.306,3336.593,340,160,0
2025-04-28 17:29:00,3336.563,3338.391,3335.89,3336.942,384,160,0
2025-04-28 17:30:00,3336.912,3338.573,3336.883,3338.116,191,160,0
2025-04-28 17:31:00,3338.149,3338.78,3338.066,3338.379,149,160,0
2025-04-28 17:32:00,3338.35,3338.962,3337.759,3338.605,172,160,0
2025-04-28 17:33:00,3338.573,3339.514,3338.445,3339.514,131,160,0
2025-04-28 17:34:00,3339.484,3340.09,3339.078,3339.616,189,160,0
2025-04-28 17:35:00,3339.621,3339.914,3338.859,3339.499,162,160,0
2025-04-28 17:36:00,3339.526,3340.11,3339.488,3339.923,121,160,0
2025-04-28 17:37:00,3339.955,3340.193,3338.907,3339.405,205,159,0
2025-04-28 17:38:00,3339.366,3339.379,3337.228,3337.271,162,160,0
2025-04-28 17:39:00,3337.27,3338.672,3337.269,3338.393,148,160,0
2025-04-28 17:40:00,3338.33,3338.787,3337.859,3338.386,115,160,0
2025-04-28 17:41:00,3338.278,3338.996,3337.911,3338.668,131,160,0
2025-04-28 17:42:00,3338.74,3339.663,3338.14,3339.441,186,160,0
2025-04-28 17:43:00,3339.445,3339.445,3337.505,3338.343,212,160,0
2025-04-28 17:44:00,3338.357,3338.392,3337.398,3337.45,80,159,0
2025-04-28 17:45:00,3337.429,3337.429,3336.506,3336.506,105,160,0
2025-04-28 17:46:00,3336.489,3337.12,3336.133,3336.133,163,160,0
2025-04-28 17:47:00,3336.112,3337.23,3336.101,3336.328,141,160,0
2025-04-28 17:48:00,3336.331,3338.223,3336.311,3338.201,127,160,0
2025-04-28 17:49:00,3338.218,3338.932,3337.859,3338.461,164,160,0
2025-04-28 17:50:00,3338.483,3338.79,3338.018,3338.018,95,160,0
2025-04-28 17:51:00,3337.991,3338.627,3336.935,3336.96,151,160,0
2025-04-28 17:52:00,3336.994,3337.233,3336.246,3337.006,114,160,0
2025-04-28 17:53:00,3337.103,3337.103,3335.934,3335.95,128,160,0
2025-04-28 17:54:00,3335.936,3336.175,3335.555,3335.919,98,160,0
2025-04-28 17:55:00,3335.917,3335.917,3334.805,3335.203,155,160,0
2025-04-28 17:56:00,3335.177,3335.404,3334.813,3335.07,88,160,0
2025-04-28 17:57:00,3335.082,3335.97,3334.499,3335.499,164,160,0
2025-04-28 17:58:00,3335.496,3335.944,3335.475,3335.575,109,160,0
