time,open,high,low,close,tick_volume,spread,real_volume
2014-01-14 00:00:00,1253.967,1255.028,1241.646,1243.309,1,0,0
2014-01-15 00:00:00,1243.3,1243.919,1234.216,1240.926,1,0,0
2014-01-16 00:00:00,1240.921,1245.04,1236.312,1241.981,1,0,0
2014-01-17 00:00:00,1241.983,1254.789,1237.708,1253.669,1,0,0
2014-01-19 00:00:00,1253.814,1260.701,1251.23,1256.148,1,0,0
2014-01-20 00:00:00,1256.135,1258.051,1251.832,1255.17,1,0,0
2014-01-21 00:00:00,1255.171,1255.175,1235.572,1242.842,1,0,0
2014-01-22 00:00:00,1242.821,1243.498,1235.523,1236.97,1,0,0
2014-01-23 00:00:00,1236.939,1265.188,1231.36,1262.493,1,0,0
2014-01-24 00:00:00,1262.488,1272.425,1256.864,1269.783,1,0,0
2014-01-26 00:00:00,1269.189,1278.654,1266.663,1275.328,1,0,0
2014-01-27 00:00:00,1275.332,1276.315,1251.934,1257.931,1,0,0
2014-01-28 00:00:00,1257.928,1261.174,1247.776,1252.49,1,0,0
2014-01-29 00:00:00,1252.474,1269.933,1250.861,1266.592,1,0,0
2014-01-30 00:00:00,1266.596,1267.48,1237.949,1244.695,1,0,0
2014-01-31 00:00:00,1244.639,1254.823,1238.433,1243.995,1,0,0
2014-02-02 00:00:00,1243.734,1243.908,1241.855,1243.555,1,0,0
2014-02-03 00:00:00,1243.563,1266.152,1240.72,1259.562,1,0,0
2014-02-04 00:00:00,1259.566,1260.697,1247.24,1252.813,1,0,0
2014-02-05 00:00:00,1252.81,1274.076,1252.114,1258.916,1,0,0
2014-02-06 00:00:00,1258.905,1266.872,1252.749,1256.432,1,0,0
2014-02-07 00:00:00,1256.44,1271.628,1255.152,1267.011,1,0,0
2014-02-09 00:00:00,1266.683,1269.68,1265.08,1267.262,1,0,0
2014-02-10 00:00:00,1267.252,1277.743,1264.936,1273.779,1,0,0
2014-02-11 00:00:00,1273.784,1293.633,1273.624,1286.769,1,0,0
2014-02-12 00:00:00,1286.767,1296.123,1283.916,1291.676,1,0,0
2014-02-13 00:00:00,1291.684,1302.732,1286.177,1300.285,1,0,0
2014-02-14 00:00:00,1300.303,1321.032,1299.777,1318.291,1,0,0
2014-02-16 00:00:00,1318.293,1324.007,1318.293,1323.363,1,0,0
2014-02-17 00:00:00,1323.359,1339.823,1320.987,1328.289,1,0,0
2014-02-18 00:00:00,1328.268,1329.02,1312.541,1320.415,1,0,0
2014-02-19 00:00:00,1320.437,1322.206,1308.815,1311.737,1,0,0
2014-02-20 00:00:00,1311.715,1324.834,1306.939,1320.551,1,0,0
2014-02-21 00:00:00,1320.561,1328.311,1316.005,1323.959,1,0,0
2014-02-23 00:00:00,1323.031,1325.576,1323.007,1323.905,1,0,0
2014-02-24 00:00:00,1324.038,1338.832,1318.703,1335.491,1,0,0
2014-02-25 00:00:00,1335.542,1343.487,1331.148,1340.904,1,0,0
2014-02-26 00:00:00,1340.941,1345.266,1322.214,1330.558,1,0,0
2014-02-27 00:00:00,1330.563,1336.036,1323.788,1331.258,1,0,0
2014-02-28 00:00:00,1331.246,1333.156,1319.586,1326.199,1,0,0
2014-03-02 00:00:00,1326.025,1338.095,1326.025,1338.095,1,0,0
2014-03-03 00:00:00,1338.101,1354.593,1336.105,1350.413,1,0,0
2014-03-04 00:00:00,1350.43,1352.365,1331.18,1336.15,1,0,0
2014-03-05 00:00:00,1336.129,1341.61,1332.572,1335.862,1,0,0
2014-03-06 00:00:00,1335.869,1353.407,1331.099,1349.627,1,0,0
2014-03-07 00:00:00,1349.629,1352.846,1328.279,1339.152,1,0,0
2014-03-09 00:00:00,1339.605,1341.368,1336.333,1338.105,1,0,0
2014-03-10 00:00:00,1338.113,1344.507,1328.011,1340.294,1,0,0
2014-03-11 00:00:00,1340.311,1352.423,1337.629,1347.481,1,0,0
2014-03-12 00:00:00,1347.427,1370.711,1345.316,1366.127,1,0,0
2014-03-13 00:00:00,1366.146,1374.859,1364.405,1373.183,1,0,0
2014-03-14 00:00:00,1373.192,1387.789,1367.757,1382.254,1,0,0
2014-03-16 00:00:00,1382.194,1391.931,1381.943,1386.463,1,0,0
2014-03-17 00:00:00,1386.473,1388.324,1361.867,1366.322,1,0,0
2014-03-18 00:00:00,1366.319,1367.395,1350.632,1356.051,1,0,0
2014-03-19 00:00:00,1356.009,1359.511,1325.66,1328.228,1,0,0
2014-03-20 00:00:00,1328.175,1334.518,1320.384,1330.885,1,0,0
2014-03-21 00:00:00,1330.88,1342.306,1329.072,1333.495,1,0,0
2014-03-23 00:00:00,1333.981,1334.629,1329.409,1332.178,1,0,0
2014-03-24 00:00:00,1332.178,1334.054,1307.861,1311.184,1,0,0
2014-03-25 00:00:00,1311.207,1317.218,1305.237,1309.683,1,0,0
2014-03-26 00:00:00,1309.683,1316.188,1298.573,1306.216,1,0,0
2014-03-27 00:00:00,1306.201,1306.631,1288.995,1293.051,1,0,0
