time,open,high,low,close,tick_volume,spread,real_volume
2024-10-01 23:40:00,2661.186,2661.479,2660.757,2660.768,237,159,0
2024-10-01 23:45:00,2660.739,2661.13,2660.487,2660.663,253,160,0
2024-10-01 23:50:00,2660.681,2660.947,2660.382,2660.637,216,160,0
2024-10-01 23:55:00,2660.643,2660.78,2660.353,2660.361,217,160,0
2024-10-02 00:00:00,2660.39,2660.663,2659.178,2659.964,594,160,0
2024-10-02 00:05:00,2659.963,2660.209,2658.307,2659.274,574,159,0
2024-10-02 00:10:00,2659.284,2659.312,2658.038,2658.136,398,160,0
2024-10-02 00:15:00,2658.135,2659.353,2658.118,2658.979,480,160,0
2024-10-02 00:20:00,2658.994,2659.261,2658.683,2659.059,335,160,0
2024-10-02 00:25:00,2659.07,2660.053,2659.07,2659.855,406,160,0
2024-10-02 00:30:00,2659.961,2660.04,2658.476,2658.802,408,160,0
2024-10-02 00:35:00,2658.804,2658.921,2658.02,2658.681,386,160,0
2024-10-02 00:40:00,2658.711,2658.9,2657.815,2658.207,370,160,0
2024-10-02 00:45:00,2658.199,2658.6,2657.77,2657.932,348,160,0
2024-10-02 00:50:00,2658.002,2658.131,2657.355,2657.864,389,160,0
2024-10-02 00:55:00,2657.826,2658.021,2656.955,2657.452,432,160,0
2024-10-02 01:00:00,2657.496,2658.381,2657.3,2657.922,419,160,0
2024-10-02 01:05:00,2657.925,2658.786,2657.546,2658.196,393,160,0
2024-10-02 01:10:00,2658.195,2658.299,2657.35,2657.35,363,160,0
2024-10-02 01:15:00,2657.352,2659.086,2656.294,2658.848,674,159,0
2024-10-02 01:20:00,2658.809,2659.662,2658.683,2658.918,520,160,0
2024-10-02 01:25:00,2658.87,2659.851,2658.697,2659.213,403,160,0
2024-10-02 01:30:00,2659.181,2659.865,2658.728,2659.247,476,160,0
2024-10-02 01:35:00,2659.28,2659.805,2658.885,2659.454,532,160,0
2024-10-02 01:40:00,2659.429,2659.955,2659.123,2659.661,508,160,0
2024-10-02 01:45:00,2659.655,2660.769,2659.583,2660.707,529,159,0
2024-10-02 01:50:00,2660.731,2662.017,2660.32,2661.747,562,160,0
2024-10-02 01:55:00,2661.715,2661.715,2660.456,2660.656,462,160,0
